Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCI18,18.35,1.0026581194547473,Household,223.5746,OUT018,2009,3589.9936,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
FDB36,5.465,0.7777777777777777,Baking Goods,132.5626,OUT018,2009,262.3252,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDN13,18.6,0.8926897979587702,Breakfast,99.8358,OUT017,2007,1910.1802,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
DRD24,13.85,0.9166849265840112,Soft Drinks,140.9154,OUT017,2007,1701.7848,6,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
FDQ28,14.0,0.9991723992962211,Frozen Foods,154.5656,OUT013,1987,2471.4496,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDM22,14.0,0.8422898483779423,Snack Foods,54.764,OUT013,1987,1331.6,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDR07,21.35,0.7339058770268426,Fruits and Vegetables,97.0094,OUT027,1985,1808.9786,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDV25,5.905,0.87971673854801,Canned,222.5456,OUT018,2009,3315.684,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
DRF49,7.27,0.8877922170232116,Soft Drinks,114.2518,OUT046,1997,2618.5914,16,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDW51,6.155,0.8981717019262059,Meat,214.556,OUT046,1997,2769.728,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
DRL01,19.5,0.8354597455782373,Soft Drinks,233.4958,OUT017,2007,5375.0034,6,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
FDP25,15.2,0.8675312528078218,Canned,216.8824,OUT017,2007,2838.9712,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDL50,12.15,1.0014566345080893,Canned,125.0046,OUT018,2009,1743.0644,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCB30,14.6,0.8270120776541009,Household,198.8084,OUT027,1985,5555.4352,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDW11,12.6,1.00294827166025,Breads,61.9194,OUT018,2009,619.194,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCM43,14.5,0.8307595884789992,Others,164.821,OUT035,2004,2120.573,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
FDK44,16.6,1.0468644799655296,Fruits and Vegetables,173.0738,OUT017,2007,3823.0236,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDM15,11.8,0.9983272047745853,Meat,151.4366,OUT013,1987,1360.2294,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDS31,13.1,1.0878898718519365,Fruits and Vegetables,178.8318,OUT013,1987,3969.4996,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDI32,17.7,1.3816039493607455,Fruits and Vegetables,115.1834,OUT010,1998,345.5502,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDR47,17.85,0.8333333333333334,Breads,196.5794,OUT010,1998,585.2382,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDB35,12.3,0.8891376606863093,Starchy Foods,92.6804,OUT045,2002,1010.6844,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
NCU05,11.8,1.5042148996000297,Health and Hygiene,81.4618,OUT010,1998,161.1236,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
DRY23,9.395,1.5556266933146095,Soft Drinks,42.1112,OUT019,1985,42.6112,28,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
FDO24,11.1,0.9201587995140836,Baking Goods,157.4604,OUT045,2002,3010.7476,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDQ28,14.0,0.9951620088874412,Frozen Foods,153.0656,OUT027,1985,6024.1584,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDV39,11.3,1.0210763550335777,Meat,198.1426,OUT045,2002,988.713,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
NCO17,10.0,1.5870338163193345,Health and Hygiene,117.944,OUT019,1985,239.688,28,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
FDU50,5.75,0.9984560311864705,Dairy,112.8176,OUT013,1987,1374.2112,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDT12,6.215,0.9070589341258875,Baking Goods,226.8062,OUT027,1985,4739.8302,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDK58,11.35,0.9516083549066843,Snack Foods,100.0016,OUT018,2009,1012.016,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDO08,11.1,1.400537777897114,Fruits and Vegetables,165.7526,OUT019,1985,657.8104,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NCW29,14.0,0.8894169292744109,Health and Hygiene,130.431,OUT049,1999,778.986,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDE04,19.75,0.8999672322329714,Frozen Foods,179.766,OUT045,2002,2336.958,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
NCB19,6.525,0.8898687335761011,Household,85.0882,OUT049,1999,2233.0932,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDV15,10.3,0.8893073807389175,Meat,103.9648,OUT049,1999,1661.8368,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDL58,5.78,0.9273135660100691,Snack Foods,264.7568,OUT049,1999,4745.8224,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDA08,11.85,0.8903116288957265,Fruits and Vegetables,164.1526,OUT045,2002,3124.5994,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDT43,16.35,0.9143475112523438,Fruits and Vegetables,50.1324,OUT018,2009,467.3916,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCX06,17.6,0.8644885889253947,Household,182.5976,OUT027,1985,5070.7328,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDT20,10.5,1.0003803152371231,Fruits and Vegetables,37.6164,OUT046,1997,540.6296,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDB41,19.0,0.8074741545668177,Frozen Foods,48.0718,OUT046,1997,992.7078,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCN55,14.6,1.0398254409699244,Others,238.8538,OUT049,1999,6008.845,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDE40,15.6,0.8722633373279641,Dairy,62.9194,OUT027,1985,2105.2596,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDX49,4.615,0.9947952237523713,Canned,232.63,OUT027,1985,5359.69,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
NCM53,18.75,0.9993671688176069,Health and Hygiene,104.628,OUT045,2002,745.696,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
FDE36,5.26,1.025684789734338,Baking Goods,161.8868,OUT035,2004,3275.736,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDN57,18.25,0.9046495356868999,Snack Foods,140.2154,OUT045,2002,1701.7848,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDI24,10.3,0.8658007397217413,Baking Goods,177.937,OUT027,1985,6704.606,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDI19,15.1,0.9073605485961782,Meat,242.7512,OUT046,1997,4119.9704,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDF24,15.5,1.5033978716377463,Baking Goods,81.5934,OUT010,1998,327.5736,15,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDG52,13.65,1.0016019106989633,Frozen Foods,45.7402,OUT049,1999,780.9834,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
DRF36,16.1,0.9004823303127691,Soft Drinks,189.3846,OUT045,2002,3630.6074,11,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
FDS45,5.175,1.4529355500946428,Snack Foods,107.3622,OUT019,1985,317.5866,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDX40,12.85,1.3795289292597877,Frozen Foods,39.7164,OUT010,1998,231.6984,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
DRK12,9.5,1.014601254713661,Soft Drinks,32.99,OUT035,2004,133.16,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
DRC27,13.8,0.8971045988937485,Dairy,245.1802,OUT035,2004,5650.6446,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
FDL58,5.78,0.8888888888888888,Snack Foods,263.7568,OUT017,2007,2636.568,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
NCD30,19.7,1.1266079165678171,Household,96.0726,OUT045,2002,1272.3438,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
NCZ54,14.65,0.875,Household,161.5552,OUT010,1998,324.9104,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FDE10,6.67,1.5153189977102455,Snack Foods,130.0626,OUT010,1998,131.1626,15,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDR44,6.11,0.888888888888889,Fruits and Vegetables,131.2968,OUT010,1998,260.9936,15,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDP28,13.65,1.5415872219831654,Frozen Foods,260.0936,OUT010,1998,260.9936,15,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDX15,17.2,0.9992070456152972,Meat,160.6578,OUT013,1987,3690.5294,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDA39,6.32,0.888888888888889,Meat,40.2822,OUT035,2004,1139.1838,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDY24,4.88,0.8919661124165855,Baking Goods,52.9298,OUT049,1999,1995.4026,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDC60,5.425,0.7407710616542132,Baking Goods,88.3514,OUT017,2007,1416.8224,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDH28,15.85,0.9159088210318369,Frozen Foods,37.2506,OUT046,1997,265.6542,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDT25,7.5,1.0038936453306724,Canned,121.7072,OUT017,2007,3552.7088,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
DRJ13,12.65,0.8968477060176689,Soft Drinks,161.5578,OUT013,1987,2406.867,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
NCO07,9.06,1.4724029968510226,Others,211.956,OUT019,1985,213.056,28,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
FDW20,20.75,0.8561975591644057,Fruits and Vegetables,124.173,OUT013,1987,2956.152,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
